task,wh_name,logic_adjusted_new_step_duration_minutes
Verify Order,BEYONDRX_AZ,7.65
Verify Order,BEYONDRX_OH,18.71
Verify Batch,BEYONDRX_OH,8.42
Verify Batch,BEYONDRX_AZ,6.13
Verify Fill,BEYONDRX_OH,7.2
Verify Fill,BEYONDRX_AZ,2.21
Verify Batch,BEYONDRX_OH,12.13
Verify Order,BEYONDRX_AZ,5.17
Verify Batch,BEYONDRX_AZ,7.47
Verify Order,OHIO,7.27
Verify Batch,BEYONDRX_AZ,13.33
Verify Fill,BEYONDRX_OH,9.13
Verify Batch,OHIO,12.94
Verify Batch,BEYONDRX_OH,6.69
Verify Order,BEYONDRX_OH,9.79
Verify Order,BEYONDRX_AZ,3.26
Verify Order,BEYONDRX_OH,9.08
Verify Order,BEYONDRX_OH,4.85
Verify Batch,BEYONDRX_OH,7.25
Verify Fill,BEYONDRX_OH,9.67
Verify Batch,OHIO,9.42
Verify Order,OHIO,17.15
Verify Fill,BEYONDRX_AZ,5.35
Verify Batch,OHIO,11.76
Verify Batch,BEYONDRX_AZ,8.07
Verify Batch,BEYONDRX_AZ,11.46
Verify Order,BEYONDRX_AZ,5.29
Verify Fill,BEYONDRX_OH,8.89
Verify Order,OHIO,6.06
Verify Fill,OHIO,17.19
Verify Fill,BEYONDRX_OH,11.43
Verify Batch,OHIO,4.76
Verify Order,OHIO,8.28
Verify Fill,OHIO,3.7
Verify Fill,BEYONDRX_OH,11.55
Verify Order,BEYONDRX_AZ,11.18
Verify Order,OHIO,4.84
Verify Order,BEYONDRX_AZ,6.89
Verify Batch,OHIO,6.95
Verify Fill,OHIO,7.57
Verify Fill,BEYONDRX_OH,3.78
Verify Fill,BEYONDRX_OH,12.57
Verify Order,BEYONDRX_AZ,6.33
Verify Batch,OHIO,9.72
Verify Order,BEYONDRX_OH,8.94
Verify Order,OHIO,8.49
Verify Batch,OHIO,7.33
Verify Order,BEYONDRX_OH,4.22
Verify Fill,OHIO,9.15
Verify Fill,BEYONDRX_AZ,7.15
Verify Order,OHIO,8.19
Verify Fill,BEYONDRX_AZ,8.58
Verify Batch,BEYONDRX_OH,7.26
Verify Order,BEYONDRX_OH,6.67
Verify Order,BEYONDRX_AZ,17.17
Verify Batch,BEYONDRX_OH,5.67
Verify Batch,BEYONDRX_AZ,4.96
Verify Batch,BEYONDRX_AZ,7.36
Verify Order,BEYONDRX_AZ,11.83
Verify Order,BEYONDRX_AZ,13.74
Verify Order,BEYONDRX_OH,6.78
Verify Batch,OHIO,12.95
Verify Order,BEYONDRX_AZ,3.99
Verify Fill,OHIO,4.74
Verify Batch,OHIO,8.88
Verify Batch,BEYONDRX_OH,6.59
Verify Fill,BEYONDRX_AZ,8.37
Verify Fill,BEYONDRX_OH,6.07
Verify Fill,OHIO,7.36
Verify Order,BEYONDRX_AZ,2.28
Verify Fill,BEYONDRX_OH,6.31
Verify Order,BEYONDRX_OH,11.74
Verify Fill,BEYONDRX_AZ,12.38
Verify Fill,OHIO,5.58
Verify Batch,BEYONDRX_OH,5.78
Verify Fill,OHIO,2.92
Verify Batch,BEYONDRX_OH,7.5
Verify Fill,BEYONDRX_AZ,6.55
Verify Order,BEYONDRX_AZ,11.31
Verify Batch,BEYONDRX_AZ,13.11
Verify Fill,BEYONDRX_OH,2.39
Verify Fill,OHIO,8.7
Verify Fill,BEYONDRX_AZ,15.11
Verify Order,BEYONDRX_OH,9.52
Verify Order,BEYONDRX_AZ,11.58
Verify Fill,BEYONDRX_AZ,2.3
Verify Order,BEYONDRX_AZ,12.27
Verify Fill,BEYONDRX_AZ,11.2
Verify Fill,OHIO,9.26
Verify Order,BEYONDRX_OH,5.05
Verify Fill,BEYONDRX_AZ,3.41
Verify Order,BEYONDRX_OH,13.22
Verify Batch,BEYONDRX_AZ,8.65
Verify Batch,OHIO,12.22
Verify Batch,OHIO,3.95
Verify Batch,BEYONDRX_AZ,5.94
Verify Fill,BEYONDRX_AZ,9.13
Verify Fill,BEYONDRX_AZ,5.86
Verify Batch,BEYONDRX_AZ,9.28
Verify Batch,BEYONDRX_AZ,16.56
Verify Batch,BEYONDRX_OH,3.48
Verify Order,BEYONDRX_OH,6.33
Verify Fill,BEYONDRX_OH,6.75
Verify Batch,BEYONDRX_OH,2.73
Verify Order,OHIO,8.64
Verify Batch,BEYONDRX_OH,6.99
Verify Fill,BEYONDRX_OH,11.89
Verify Batch,BEYONDRX_OH,11.8
Verify Batch,BEYONDRX_AZ,8.74
Verify Order,BEYONDRX_AZ,7.03
Verify Batch,BEYONDRX_AZ,9.43
Verify Batch,OHIO,5.16
Verify Fill,BEYONDRX_OH,5.94
Verify Fill,OHIO,11.88
Verify Order,OHIO,8.0
Verify Fill,OHIO,10.33
Verify Batch,BEYONDRX_OH,10.94
Verify Order,OHIO,6.82
Verify Order,BEYONDRX_OH,4.87
Verify Batch,BEYONDRX_OH,6.12
Verify Fill,BEYONDRX_OH,3.46
Verify Order,OHIO,9.92
Verify Batch,OHIO,7.56
Verify Fill,OHIO,4.35
Verify Fill,OHIO,9.75
Verify Order,BEYONDRX_AZ,7.37
Verify Fill,BEYONDRX_OH,3.43
Verify Fill,BEYONDRX_AZ,7.84
Verify Fill,OHIO,6.41
Verify Order,BEYONDRX_AZ,7.45
Verify Fill,OHIO,8.89
Verify Batch,BEYONDRX_AZ,9.57
Verify Fill,OHIO,6.4
Verify Batch,OHIO,10.75
Verify Batch,BEYONDRX_OH,5.15
Verify Batch,BEYONDRX_AZ,11.48
Verify Order,BEYONDRX_AZ,6.95
Verify Fill,OHIO,8.28
Verify Order,OHIO,7.87
Verify Batch,BEYONDRX_AZ,7.74
Verify Fill,BEYONDRX_OH,4.67
Verify Batch,OHIO,7.39
Verify Order,OHIO,11.39
Verify Fill,OHIO,10.85
Verify Batch,BEYONDRX_OH,8.67
Verify Batch,OHIO,14.0
Verify Fill,BEYONDRX_AZ,4.64
Verify Fill,BEYONDRX_AZ,3.85
Verify Order,BEYONDRX_OH,5.85
Verify Order,BEYONDRX_AZ,9.33
Verify Order,BEYONDRX_OH,2.19
Verify Batch,BEYONDRX_AZ,13.61
Verify Order,OHIO,3.96
Verify Batch,OHIO,7.92
Verify Batch,BEYONDRX_OH,8.44
Verify Fill,OHIO,9.96
Verify Order,BEYONDRX_OH,8.41
Verify Order,BEYONDRX_AZ,8.36
Verify Batch,BEYONDRX_OH,6.3
Verify Batch,BEYONDRX_AZ,6.72
Verify Batch,BEYONDRX_OH,6.33
Verify Batch,BEYONDRX_OH,16.85
Verify Order,OHIO,10.86
Verify Order,BEYONDRX_OH,8.25
Verify Order,OHIO,10.12
Verify Fill,BEYONDRX_OH,6.99
Verify Order,OHIO,10.54
Verify Fill,BEYONDRX_OH,8.59
Verify Batch,OHIO,5.73
Verify Batch,OHIO,4.35
Verify Fill,OHIO,7.3
Verify Order,BEYONDRX_AZ,6.44
Verify Batch,BEYONDRX_AZ,7.42
Verify Fill,BEYONDRX_OH,10.65
Verify Fill,OHIO,13.41
Verify Fill,OHIO,4.93
Verify Batch,OHIO,10.58
Verify Batch,OHIO,7.67
Verify Fill,BEYONDRX_OH,9.03
Verify Fill,BEYONDRX_OH,11.78
Verify Fill,BEYONDRX_OH,7.12
Verify Batch,BEYONDRX_AZ,14.28
Verify Order,BEYONDRX_OH,8.23
Verify Order,BEYONDRX_AZ,8.37
Verify Fill,BEYONDRX_AZ,5.59
Verify Order,BEYONDRX_OH,13.33
Verify Order,OHIO,2.9
Verify Fill,BEYONDRX_OH,12.84
Verify Batch,OHIO,4.01
Verify Fill,OHIO,7.17
Verify Fill,BEYONDRX_AZ,3.43
Verify Batch,BEYONDRX_AZ,10.98
Verify Batch,BEYONDRX_OH,15.45
Verify Order,OHIO,5.11
Verify Batch,BEYONDRX_OH,10.06
Verify Fill,BEYONDRX_AZ,11.11
Verify Fill,BEYONDRX_AZ,8.83
Verify Batch,BEYONDRX_OH,6.32
Verify Batch,BEYONDRX_OH,4.37
Verify Fill,BEYONDRX_OH,11.63
Verify Fill,OHIO,6.63
Verify Fill,BEYONDRX_AZ,8.59
Verify Batch,OHIO,10.8
Verify Order,BEYONDRX_OH,8.38
Verify Order,BEYONDRX_OH,7.44
Verify Order,OHIO,2.56
Verify Fill,OHIO,15.46
Verify Fill,BEYONDRX_OH,5.41
Verify Batch,BEYONDRX_OH,9.16
Verify Batch,BEYONDRX_OH,9.3
Verify Batch,OHIO,8.66
Verify Batch,BEYONDRX_OH,12.19
Verify Fill,BEYONDRX_OH,13.63
Verify Order,BEYONDRX_AZ,5.14
Verify Order,OHIO,7.57
Verify Batch,OHIO,6.19
Verify Order,BEYONDRX_OH,10.16
Verify Order,OHIO,2.62
Verify Fill,BEYONDRX_OH,5.63
Verify Order,OHIO,6.65
Verify Batch,BEYONDRX_OH,10.67
Verify Fill,BEYONDRX_OH,4.27
Verify Order,BEYONDRX_AZ,7.11
Verify Fill,OHIO,7.03
Verify Batch,BEYONDRX_OH,21.16
Verify Order,BEYONDRX_AZ,3.2
Verify Batch,BEYONDRX_AZ,16.81
Verify Order,BEYONDRX_OH,6.99
Verify Batch,BEYONDRX_AZ,3.92
Verify Order,BEYONDRX_AZ,18.46
Verify Order,BEYONDRX_OH,6.07
Verify Batch,OHIO,18.82
Verify Batch,OHIO,3.83
Verify Order,BEYONDRX_AZ,5.59
Verify Batch,BEYONDRX_AZ,12.93
Verify Fill,OHIO,9.46
Verify Batch,BEYONDRX_AZ,8.03
Verify Batch,BEYONDRX_OH,6.27
Verify Order,OHIO,2.31
Verify Order,BEYONDRX_OH,8.9
Verify Fill,BEYONDRX_OH,3.62
Verify Order,OHIO,8.17
Verify Batch,BEYONDRX_AZ,4.65
Verify Order,BEYONDRX_OH,7.73
Verify Batch,BEYONDRX_AZ,8.62
Verify Batch,BEYONDRX_OH,6.78
Verify Batch,OHIO,9.16
Verify Batch,OHIO,17.21
Verify Fill,BEYONDRX_OH,2.39
Verify Batch,BEYONDRX_OH,10.52
Verify Order,BEYONDRX_AZ,7.16
Verify Order,OHIO,7.83
Verify Order,BEYONDRX_OH,7.99
Verify Fill,OHIO,13.32
Verify Batch,OHIO,5.4
Verify Batch,OHIO,5.35
Verify Batch,OHIO,7.57
Verify Order,OHIO,6.73
Verify Order,BEYONDRX_OH,12.44
Verify Batch,BEYONDRX_AZ,3.92
Verify Fill,OHIO,9.06
Verify Fill,BEYONDRX_AZ,7.83
Verify Fill,BEYONDRX_AZ,6.56
Verify Order,BEYONDRX_OH,12.22
Verify Batch,OHIO,5.63
Verify Order,OHIO,24.77
Verify Order,BEYONDRX_OH,10.45
Verify Order,BEYONDRX_AZ,7.58
Verify Batch,BEYONDRX_OH,12.82
Verify Order,BEYONDRX_OH,7.31
Verify Batch,BEYONDRX_AZ,9.96
Verify Batch,BEYONDRX_OH,8.0
Verify Fill,BEYONDRX_OH,9.61
Verify Batch,OHIO,3.59
Verify Order,BEYONDRX_OH,4.56
Verify Fill,BEYONDRX_AZ,11.4
Verify Order,BEYONDRX_AZ,16.26
Verify Fill,BEYONDRX_AZ,10.08
Verify Order,OHIO,12.47
Verify Fill,OHIO,6.61
Verify Batch,BEYONDRX_OH,12.25
Verify Fill,OHIO,14.33
Verify Order,OHIO,10.46
Verify Fill,BEYONDRX_OH,6.95
Verify Fill,BEYONDRX_AZ,7.86
Verify Batch,OHIO,11.01
Verify Order,BEYONDRX_OH,2.55
Verify Order,BEYONDRX_OH,9.44
Verify Order,OHIO,7.76
Verify Batch,BEYONDRX_OH,13.19
Verify Fill,BEYONDRX_AZ,6.41
Verify Fill,OHIO,9.07
Verify Order,BEYONDRX_AZ,9.34
Verify Order,BEYONDRX_AZ,12.54
Verify Fill,OHIO,7.73
Verify Batch,BEYONDRX_AZ,14.52
Verify Order,BEYONDRX_AZ,4.6
Verify Fill,OHIO,4.69
Verify Order,BEYONDRX_AZ,4.51
Verify Order,OHIO,7.55
Verify Order,BEYONDRX_AZ,4.29
Verify Fill,OHIO,5.91
Verify Fill,BEYONDRX_OH,1.78
Verify Fill,BEYONDRX_OH,7.82
Verify Fill,BEYONDRX_OH,17.92
Verify Order,BEYONDRX_OH,6.89
Verify Fill,BEYONDRX_AZ,6.08
Verify Batch,BEYONDRX_OH,7.59
Verify Batch,OHIO,5.54
Verify Order,OHIO,7.14
Verify Batch,OHIO,13.75
Verify Fill,BEYONDRX_AZ,6.88
Verify Fill,OHIO,5.61
Verify Order,BEYONDRX_OH,5.25
Verify Fill,BEYONDRX_OH,5.24
Verify Fill,BEYONDRX_OH,6.77
Verify Batch,OHIO,5.37
Verify Fill,OHIO,17.28
Verify Fill,BEYONDRX_AZ,5.32
Verify Batch,BEYONDRX_AZ,8.89
Verify Fill,BEYONDRX_AZ,5.43
Verify Fill,BEYONDRX_OH,13.25
Verify Fill,BEYONDRX_OH,12.82
Verify Fill,BEYONDRX_OH,4.14
Verify Batch,BEYONDRX_OH,5.61
Verify Batch,OHIO,5.99
Verify Batch,OHIO,8.42
Verify Fill,BEYONDRX_AZ,3.56
Verify Order,BEYONDRX_AZ,9.14
Verify Fill,OHIO,7.77
Verify Batch,OHIO,9.99
Verify Order,BEYONDRX_AZ,5.31
Verify Batch,OHIO,8.96
Verify Fill,BEYONDRX_OH,9.12
Verify Fill,BEYONDRX_OH,7.01
Verify Order,BEYONDRX_AZ,6.74
Verify Batch,BEYONDRX_OH,10.99
Verify Order,OHIO,7.24
Verify Order,OHIO,9.44
Verify Order,BEYONDRX_AZ,7.53
Verify Batch,BEYONDRX_AZ,5.46
Verify Batch,BEYONDRX_AZ,6.64
Verify Batch,BEYONDRX_AZ,12.98
Verify Batch,OHIO,6.23
Verify Batch,OHIO,8.12
Verify Order,BEYONDRX_AZ,10.58
Verify Order,OHIO,11.91
Verify Fill,BEYONDRX_AZ,8.22
Verify Fill,BEYONDRX_OH,14.7
Verify Batch,BEYONDRX_OH,4.97
Verify Fill,OHIO,3.11
Verify Batch,OHIO,8.85
Verify Batch,OHIO,11.71
Verify Fill,OHIO,8.18
Verify Order,BEYONDRX_AZ,3.38
Verify Order,OHIO,12.14
Verify Batch,BEYONDRX_OH,8.4
Verify Batch,BEYONDRX_AZ,11.38
Verify Fill,BEYONDRX_OH,17.42
Verify Order,BEYONDRX_AZ,4.89
Verify Order,BEYONDRX_AZ,12.79
Verify Batch,OHIO,4.67
Verify Batch,BEYONDRX_AZ,6.9
Verify Fill,BEYONDRX_AZ,7.79
Verify Fill,BEYONDRX_AZ,12.5
Verify Batch,BEYONDRX_OH,11.47
Verify Order,BEYONDRX_AZ,8.53
Verify Batch,BEYONDRX_OH,3.32
Verify Order,BEYONDRX_AZ,9.81
Verify Batch,BEYONDRX_AZ,11.74
Verify Batch,OHIO,12.87
Verify Order,BEYONDRX_OH,9.76
Verify Batch,BEYONDRX_OH,6.4
Verify Fill,BEYONDRX_OH,8.28
Verify Fill,OHIO,10.42
Verify Order,BEYONDRX_OH,2.76
Verify Fill,BEYONDRX_AZ,11.23
Verify Order,BEYONDRX_OH,8.08
Verify Fill,BEYONDRX_AZ,5.17
Verify Order,OHIO,3.62
Verify Fill,BEYONDRX_AZ,4.87
Verify Fill,OHIO,2.83
Verify Batch,BEYONDRX_AZ,5.3
Verify Fill,BEYONDRX_AZ,9.11
Verify Order,OHIO,14.54
Verify Order,BEYONDRX_AZ,6.9
Verify Order,BEYONDRX_AZ,5.08
Verify Order,BEYONDRX_OH,7.02
Verify Order,OHIO,16.6
Verify Order,BEYONDRX_AZ,4.44
Verify Batch,BEYONDRX_OH,9.97
Verify Batch,OHIO,12.87
Verify Batch,BEYONDRX_AZ,8.35
Verify Fill,OHIO,11.39
Verify Fill,OHIO,5.37
Verify Order,OHIO,16.63
Verify Batch,OHIO,7.43
Verify Order,BEYONDRX_OH,13.92
Verify Order,OHIO,8.6
Verify Fill,OHIO,12.31
Verify Fill,OHIO,17.49
Verify Order,BEYONDRX_AZ,10.58
Verify Order,BEYONDRX_AZ,15.96
Verify Fill,BEYONDRX_OH,6.03
Verify Batch,BEYONDRX_OH,6.8
Verify Batch,BEYONDRX_OH,8.03
Verify Order,OHIO,10.64
Verify Order,BEYONDRX_AZ,2.57
Verify Order,BEYONDRX_OH,6.43
Verify Fill,BEYONDRX_OH,6.39
Verify Fill,BEYONDRX_OH,9.16
Verify Order,BEYONDRX_AZ,12.68
Verify Batch,BEYONDRX_OH,7.6
Verify Order,OHIO,2.99
Verify Batch,BEYONDRX_OH,9.9
Verify Fill,OHIO,5.42
Verify Order,OHIO,4.27
Verify Fill,OHIO,6.36
Verify Batch,OHIO,1.56
Verify Batch,BEYONDRX_AZ,11.99
Verify Fill,BEYONDRX_OH,3.33
Verify Fill,BEYONDRX_AZ,6.4
Verify Fill,BEYONDRX_AZ,10.85
Verify Order,OHIO,7.89
Verify Fill,OHIO,12.01
Verify Fill,OHIO,7.36
Verify Fill,OHIO,5.95
Verify Order,BEYONDRX_AZ,12.45
Verify Batch,BEYONDRX_OH,5.11
Verify Batch,BEYONDRX_AZ,9.8
Verify Batch,BEYONDRX_AZ,9.0
Verify Order,OHIO,8.76
Verify Batch,BEYONDRX_AZ,12.48
Verify Order,BEYONDRX_AZ,8.31
Verify Batch,OHIO,13.83
Verify Fill,BEYONDRX_OH,4.99
Verify Batch,BEYONDRX_AZ,5.49
Verify Order,BEYONDRX_OH,7.87
Verify Order,BEYONDRX_AZ,13.92
Verify Order,OHIO,5.76
Verify Batch,OHIO,10.75
Verify Batch,OHIO,7.44
Verify Fill,OHIO,12.49
Verify Batch,BEYONDRX_AZ,6.12
Verify Order,OHIO,6.04
Verify Batch,OHIO,10.55
Verify Fill,OHIO,6.06
Verify Order,BEYONDRX_AZ,4.27
Verify Batch,BEYONDRX_AZ,7.77
Verify Order,BEYONDRX_AZ,3.49
Verify Order,BEYONDRX_AZ,8.36
Verify Batch,OHIO,7.56
Verify Fill,OHIO,6.71
Verify Batch,BEYONDRX_OH,4.53
Verify Batch,BEYONDRX_AZ,7.17
Verify Fill,BEYONDRX_OH,5.91
Verify Order,BEYONDRX_OH,11.96
Verify Batch,BEYONDRX_AZ,7.36
Verify Fill,BEYONDRX_AZ,10.04
Verify Batch,OHIO,2.9
Verify Fill,BEYONDRX_AZ,5.57
Verify Batch,BEYONDRX_AZ,9.03
Verify Fill,OHIO,15.67
Verify Order,OHIO,12.32
Verify Fill,BEYONDRX_OH,6.43
Verify Order,BEYONDRX_AZ,10.32
Verify Fill,BEYONDRX_OH,3.83
Verify Order,BEYONDRX_AZ,13.04
Verify Order,BEYONDRX_OH,15.09
Verify Batch,BEYONDRX_AZ,22.09
Verify Order,OHIO,11.5
Verify Order,BEYONDRX_AZ,15.74
Verify Fill,BEYONDRX_AZ,5.42
Verify Batch,BEYONDRX_OH,12.08
Verify Batch,BEYONDRX_OH,7.62
Verify Fill,BEYONDRX_OH,13.17
Verify Order,BEYONDRX_OH,7.83
Verify Fill,OHIO,10.14
Verify Batch,BEYONDRX_OH,9.62
Verify Batch,OHIO,14.37
Verify Batch,BEYONDRX_OH,8.41
Verify Batch,BEYONDRX_AZ,4.85
Verify Order,OHIO,6.6
Verify Batch,BEYONDRX_OH,4.51
Verify Fill,OHIO,17.17
Verify Order,BEYONDRX_AZ,4.08
Verify Order,BEYONDRX_AZ,3.5
Verify Batch,BEYONDRX_OH,11.1
Verify Order,BEYONDRX_OH,4.11
Verify Order,BEYONDRX_AZ,4.34
Verify Batch,BEYONDRX_OH,2.51
Verify Order,BEYONDRX_AZ,6.35
Verify Order,BEYONDRX_OH,7.81
Verify Order,BEYONDRX_OH,14.05
Verify Order,OHIO,8.6
Verify Order,OHIO,7.07
Verify Order,BEYONDRX_OH,5.82
Verify Order,OHIO,11.41
Verify Order,OHIO,21.1
Verify Fill,OHIO,3.34
Verify Fill,OHIO,7.73
Verify Order,BEYONDRX_OH,10.09
Verify Batch,OHIO,6.78
Verify Order,OHIO,10.8
Verify Order,BEYONDRX_AZ,8.22
Verify Order,BEYONDRX_OH,4.66
Verify Batch,BEYONDRX_AZ,7.19
Verify Fill,BEYONDRX_AZ,6.08
Verify Order,BEYONDRX_OH,17.58
Verify Order,BEYONDRX_AZ,6.21
Verify Fill,BEYONDRX_AZ,5.79
Verify Order,BEYONDRX_OH,10.09
Verify Order,OHIO,8.6
Verify Fill,BEYONDRX_OH,16.58
Verify Order,OHIO,8.19
Verify Fill,BEYONDRX_OH,3.22
Verify Fill,BEYONDRX_OH,3.28
Verify Order,BEYONDRX_AZ,8.37
Verify Fill,BEYONDRX_OH,6.58
Verify Batch,OHIO,6.5
Verify Batch,BEYONDRX_AZ,6.18
Verify Order,OHIO,9.51
Verify Fill,BEYONDRX_OH,11.65
Verify Batch,BEYONDRX_OH,15.18
Verify Order,BEYONDRX_AZ,7.98
Verify Fill,BEYONDRX_OH,13.06
Verify Fill,OHIO,6.91
Verify Fill,BEYONDRX_AZ,13.49
Verify Fill,BEYONDRX_OH,1.63
Verify Fill,OHIO,2.15
Verify Order,BEYONDRX_AZ,11.04
Verify Batch,BEYONDRX_AZ,8.09
Verify Fill,BEYONDRX_OH,7.6
Verify Order,BEYONDRX_OH,5.74
Verify Order,OHIO,18.25
Verify Order,BEYONDRX_OH,10.69
Verify Batch,BEYONDRX_AZ,17.06
Verify Batch,BEYONDRX_OH,2.91
Verify Order,BEYONDRX_AZ,5.98
Verify Order,BEYONDRX_AZ,3.49
Verify Fill,BEYONDRX_OH,4.72
Verify Order,BEYONDRX_AZ,9.89
Verify Batch,OHIO,14.98
Verify Fill,BEYONDRX_OH,14.93
Verify Order,OHIO,8.04
Verify Order,BEYONDRX_OH,3.73
Verify Fill,BEYONDRX_OH,4.98
Verify Batch,BEYONDRX_AZ,6.95
Verify Batch,OHIO,9.36
Verify Order,BEYONDRX_AZ,9.6
Verify Order,BEYONDRX_AZ,9.04
Verify Batch,BEYONDRX_OH,4.87
Verify Fill,BEYONDRX_OH,14.86
Verify Batch,OHIO,9.0
Verify Order,BEYONDRX_OH,2.11
Verify Order,OHIO,4.16
Verify Fill,OHIO,9.8
Verify Batch,BEYONDRX_OH,16.89
Verify Batch,BEYONDRX_AZ,7.11
Verify Order,BEYONDRX_AZ,5.15
Verify Batch,BEYONDRX_OH,10.35
Verify Batch,BEYONDRX_OH,5.28
Verify Fill,OHIO,6.52
Verify Fill,BEYONDRX_AZ,3.85
Verify Batch,OHIO,7.58
Verify Fill,BEYONDRX_AZ,10.96
Verify Batch,BEYONDRX_AZ,7.28
Verify Order,BEYONDRX_OH,4.84
Verify Fill,OHIO,8.26
Verify Batch,BEYONDRX_OH,6.04
Verify Batch,OHIO,7.99
Verify Fill,BEYONDRX_OH,9.76
Verify Batch,OHIO,9.08
Verify Fill,OHIO,4.91
Verify Order,OHIO,16.94
Verify Fill,OHIO,8.43
Verify Fill,BEYONDRX_OH,9.87
Verify Batch,BEYONDRX_AZ,7.72
Verify Order,BEYONDRX_OH,8.91
Verify Batch,BEYONDRX_AZ,8.24
Verify Batch,BEYONDRX_AZ,3.18
Verify Batch,OHIO,12.74
Verify Fill,BEYONDRX_AZ,7.78
Verify Fill,OHIO,14.83
Verify Fill,OHIO,5.46
Verify Order,BEYONDRX_AZ,5.03
Verify Fill,BEYONDRX_AZ,9.32
Verify Fill,BEYONDRX_AZ,9.75
Verify Fill,OHIO,11.77
Verify Fill,BEYONDRX_AZ,2.91
Verify Fill,OHIO,12.94
Verify Fill,BEYONDRX_AZ,11.58
Verify Order,OHIO,8.46
Verify Fill,OHIO,13.86
Verify Fill,BEYONDRX_AZ,5.57
Verify Order,BEYONDRX_AZ,8.22
Verify Fill,BEYONDRX_OH,5.66
Verify Order,BEYONDRX_AZ,12.42
Verify Batch,BEYONDRX_OH,8.83
Verify Order,BEYONDRX_AZ,5.43
Verify Order,BEYONDRX_OH,12.91
Verify Batch,BEYONDRX_OH,12.7
Verify Fill,BEYONDRX_AZ,5.43
Verify Fill,OHIO,5.39
Verify Batch,OHIO,9.88
Verify Order,BEYONDRX_AZ,10.79
Verify Batch,BEYONDRX_AZ,10.25
Verify Fill,OHIO,13.18
Verify Fill,OHIO,8.51
Verify Fill,BEYONDRX_OH,10.4
Verify Fill,BEYONDRX_OH,4.09
Verify Batch,OHIO,7.6
Verify Order,BEYONDRX_AZ,4.03
Verify Batch,OHIO,12.09
Verify Fill,BEYONDRX_AZ,11.35
Verify Fill,OHIO,0.76
Verify Batch,BEYONDRX_AZ,5.85
Verify Batch,BEYONDRX_OH,9.76
Verify Order,BEYONDRX_AZ,17.94
Verify Batch,BEYONDRX_AZ,22.05
Verify Order,OHIO,6.94
Verify Order,BEYONDRX_AZ,6.88
Verify Batch,BEYONDRX_OH,9.23
Verify Order,BEYONDRX_OH,6.58
Verify Batch,OHIO,5.49
Verify Fill,BEYONDRX_OH,12.76
Verify Batch,BEYONDRX_AZ,8.27
Verify Order,OHIO,6.99
Verify Batch,BEYONDRX_AZ,2.54
Verify Order,BEYONDRX_OH,26.74
Verify Order,BEYONDRX_AZ,8.38
Verify Fill,BEYONDRX_OH,10.83
Verify Batch,BEYONDRX_OH,2.6
Verify Fill,BEYONDRX_AZ,15.99
Verify Batch,BEYONDRX_AZ,8.05
Verify Batch,OHIO,10.04
Verify Batch,BEYONDRX_OH,20.93
Verify Order,OHIO,6.38
Verify Order,BEYONDRX_AZ,9.7
Verify Fill,BEYONDRX_OH,5.07
Verify Fill,OHIO,4.65
Verify Batch,BEYONDRX_OH,4.4
Verify Batch,BEYONDRX_OH,10.62
Verify Batch,OHIO,5.33
Verify Order,OHIO,12.88
Verify Batch,OHIO,10.19
Verify Fill,BEYONDRX_AZ,13.37
Verify Fill,BEYONDRX_AZ,9.23
Verify Batch,OHIO,5.25
Verify Fill,OHIO,10.88
Verify Order,BEYONDRX_AZ,5.91
Verify Fill,OHIO,6.65
Verify Order,OHIO,9.96
Verify Order,BEYONDRX_AZ,4.36
Verify Fill,BEYONDRX_OH,3.0
Verify Fill,BEYONDRX_OH,3.87
Verify Fill,BEYONDRX_OH,9.12
Verify Batch,OHIO,5.62
Verify Batch,OHIO,8.25
Verify Batch,OHIO,7.2
Verify Batch,BEYONDRX_OH,10.77
Verify Order,BEYONDRX_AZ,8.15
Verify Order,BEYONDRX_OH,2.2
Verify Batch,OHIO,7.98
Verify Batch,BEYONDRX_AZ,13.83
Verify Fill,BEYONDRX_AZ,8.51
Verify Batch,BEYONDRX_AZ,9.1
Verify Order,BEYONDRX_OH,2.29
Verify Batch,OHIO,13.48
Verify Batch,OHIO,13.62
Verify Batch,BEYONDRX_OH,11.22
Verify Fill,OHIO,10.84
Verify Batch,BEYONDRX_OH,9.32
Verify Fill,BEYONDRX_OH,2.71
Verify Batch,BEYONDRX_OH,9.81
Verify Batch,BEYONDRX_OH,6.56
Verify Order,BEYONDRX_OH,8.45
Verify Fill,BEYONDRX_OH,9.11
Verify Fill,OHIO,6.55
Verify Order,OHIO,1.29
Verify Order,OHIO,8.51
Verify Fill,BEYONDRX_OH,9.13
Verify Batch,BEYONDRX_AZ,8.47
Verify Fill,BEYONDRX_AZ,8.44
Verify Order,BEYONDRX_AZ,4.29
Verify Order,BEYONDRX_OH,6.98
Verify Fill,BEYONDRX_AZ,12.2
Verify Order,BEYONDRX_OH,8.74
Verify Batch,BEYONDRX_OH,7.44
Verify Fill,OHIO,12.89
Verify Batch,BEYONDRX_OH,4.25
Verify Batch,OHIO,8.77
Verify Fill,BEYONDRX_OH,5.62
Verify Batch,BEYONDRX_OH,12.05
Verify Fill,BEYONDRX_AZ,8.65
Verify Batch,BEYONDRX_OH,9.22
Verify Order,BEYONDRX_AZ,8.2
Verify Fill,BEYONDRX_OH,13.13
Verify Batch,BEYONDRX_AZ,12.18
Verify Fill,OHIO,7.02
